paper,url,source,decision,score
2506.10412v4.pdf,https://www.kaggle.com/datasets/blacksnail789521/time-imm/data,H1,accepted_h1,85
2506.10412v4.pdf,https://anonymous.4open.science/r/IMMTSF_NeurIPS2025,H1,rejected_h1_invalid,0
2506.10412v4.pdf,https://nips.cc/public/guides/CodeSubmissionPolicy,H1,rejected_h1_invalid,0
2506.10412v4.pdf,https://neurips.cc/public/EthicsGuidelines?Answer=,H1,rejected_h1_invalid,0
2506.10412v4.pdf,https://neurips.cc/Conferences/2025/LLM,H1,rejected_h1_invalid,0
2506.10412v4.pdf,https://github.com/blacksnail789521/Time-IMM,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://github.com/blacksnail789521/IMM-TSF,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,http://data.gdeltproject.org/gdeltv2/masterfilelist.txt,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://github.com/edebrouwer/gru_ode_bayes/tree/master/data_preproc/MIMIC,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://huggingface.co/datasets/Zihan1004/FNSPID,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://huggingface.co/datasets/Zihan1004/FNSPID,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://www.kaggle.com/datasets/blacksnail789521/time-imm/data,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://github.com/blacksnail789521/Time-IMM,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://github.com/blacksnail789521/IMM-TSF,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,http://data.gdeltproject.org/gdeltv2/masterfilelist.txt,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://github.com/edebrouwer/gru_ode_bayes/tree/master/data_preproc/MIMIC,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://huggingface.co/datasets/Zihan1004/FNSPID,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://huggingface.co/datasets/Zihan1004/FNSPID,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://www.kaggle.com/datasets/blacksnail789521/time-imm/data,H2,rejected_h2_not_positive,0
2506.10412v4.pdf,https://huggingface.co/datasets/Zihan1004/FNSPID,fallback,accepted_fallback,80
2506.10412v4.pdf,https://physionet.org/content/mimiciv/3.1/,fallback,accepted_fallback,180
2506.10412v4.pdf,https://www.kaggle.com/datasets/blacksnail789521/time-imm/data,fallback,accepted_fallback,85
2508.08868v1.pdf,https://zenodo.org/api/records/16049822/files/QuRE.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://www.kaggle.com/datasets/computerscience3/public-requirementspure-dataset,H1,accepted_h1,85
2508.08868v1.pdf,https://www.kaggle.com/datasets/nltkdata/brown-corpus/data,H1,accepted_h1,85
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/CPN.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://data.mendeley.com/datasets/7zbk8zsd8y/1,H1,accepted_h1,190
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/CPN.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/16049822/files/QuRE.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/records/16049822/files/QuRE.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/16049822/preview/QuRE.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/communities/re-data/records,H1,rejected_h1_invalid,0
2508.08868v1.pdf,http://reqfactoront.com/content/datasets,H1,rejected_h1_invalid,0
2508.08868v1.pdf,https://www.kaggle.com/datasets/computerscience3/public-requirementspure-dataset,H1,accepted_h1,85
2508.08868v1.pdf,https://www.kaggle.com/datasets/nltkdata/brown-corpus/data,H1,accepted_h1,85
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/CPN.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/GPS.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/ePurse-combined-anon.xls,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/ePurse-selective.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/CPN.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/GPS.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/ePurse-combined-anon.xls?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/ePurse-selective.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/preview/CPN.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/preview/GPS.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/preview/ePurse-selective.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://data.mendeley.com/datasets/7zbk8zsd8y/1,H1,accepted_h1,190
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.14513612,H1,accepted_h1,100
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/CPN.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/GPS.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/ePurse-combined-anon.xls,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/api/records/4530183/files/ePurse-selective.csv,H1,accepted_h1,40
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/CPN.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/GPS.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/ePurse-combined-anon.xls?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/files/ePurse-selective.csv?download=1,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/preview/CPN.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/preview/GPS.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://zenodo.org/records/4530183/preview/ePurse-selective.csv?include_deleted=0,H1,accepted_h1,235
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.15656471,H2,accepted_h2,100
2508.08868v1.pdf,https://zenodo.org/communities/re-data/records,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,http://reqfactoront.com/content/datasets,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://www.kaggle.com/datasets/computerscience3/public-requirementspure-dataset,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://www.kaggle.com/datasets/nltkdata/brown-corpus/data,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://zenodo.org/doi/10.5281/zenodo.4530182,H2,accepted_h2,100
2508.08868v1.pdf,https://data.mendeley.com/datasets/7zbk8zsd8y/1,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.14513612,H2,accepted_h2,100
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.4530182,H2,accepted_h2,100
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.15656471,H2,accepted_h2,100
2508.08868v1.pdf,https://zenodo.org/communities/re-data/records,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,http://reqfactoront.com/content/datasets,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://www.kaggle.com/datasets/computerscience3/public-requirementspure-dataset,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://www.kaggle.com/datasets/nltkdata/brown-corpus/data,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://zenodo.org/doi/10.5281/zenodo.4530182,H2,accepted_h2,100
2508.08868v1.pdf,https://data.mendeley.com/datasets/7zbk8zsd8y/1,H2,rejected_h2_not_positive,0
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.14513612,H2,accepted_h2,100
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.4530182,H2,accepted_h2,100
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.15656471,fallback,accepted_fallback,100
2508.08868v1.pdf,https://www.kaggle.com/datasets/computerscience3/public-requirementspure-dataset,fallback,accepted_fallback,85
2508.08868v1.pdf,https://www.kaggle.com/datasets/nltkdata/brown-corpus/data,fallback,accepted_fallback,85
2508.08868v1.pdf,https://zenodo.org/doi/10.5281/zenodo.14513612,fallback,accepted_fallback,100
2508.08868v1.pdf,https://data.mendeley.com/datasets/7zbk8zsd8y/1,fallback,accepted_fallback,190
2508.08868v1.pdf,https://zenodo.org/doi/10.5281/zenodo.4530182,fallback,accepted_fallback,100
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.14513612,fallback,accepted_fallback,100
2508.08868v1.pdf,https://doi.org/10.5281/zenodo.4530182,fallback,accepted_fallback,100
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru,H1,accepted_h1,85
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru.6,H1,accepted_h1,85
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru,H1,accepted_h1,85
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru.6,H1,accepted_h1,85
2601.12533v2.pdf,https://doi.org/10.1145/3083187.3083214,H1,rejected_h1_invalid,0
2601.12533v2.pdf,https://doi.org/10.1109/FG.2019.8756593,H1,rejected_h1_invalid,0
2601.12533v2.pdf,https://arxiv.org/abs/2011.07689,H1,rejected_h1_invalid,0
2601.12533v2.pdf,https://universe.roboflow.com/face-detection-and-recognition-dataset/droneface,H1,rejected_h1_invalid,0
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru,H2,rejected_h2_not_positive,0
2601.12533v2.pdf,https://arxiv.org/abs/2011.07689,H2,rejected_h2_not_positive,0
2601.12533v2.pdf,https://universe.roboflow.com/face-detection-and-recognition-dataset/droneface,H2,rejected_h2_not_positive,0
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru,H2,rejected_h2_not_positive,0
2601.12533v2.pdf,https://arxiv.org/abs/2011.07689,H2,rejected_h2_not_positive,0
2601.12533v2.pdf,https://universe.roboflow.com/face-detection-and-recognition-dataset/droneface,H2,rejected_h2_not_positive,0
2601.12533v2.pdf,https://www.kaggle.com/datasets/mdahanafarifkhan/birdseye-ru,fallback,accepted_fallback,85
essd-13-5337-2021.pdf,https://doi.org/10.5194/essd-13-5337-2021,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.5061/dryad.6hdr7sqzx,H1,accepted_h1,195
essd-13-5337-2021.pdf,https://www.usgs.gov/centers/eros/science,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://lpdaac.usgs.gov/products/mod13a3v006/last,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/gcb.13691,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1007/BF00000889,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/S0378-1127,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/S0065-2113(08)60845-7,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1093/treephys/tpx038,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1007/BF00195729,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/j.1365-3040.2004.01181.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/s41893-019-0220-7,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1073/pnas.1302768110,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1046/j.1365-2486.2001.00383.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/ngeo721,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/s41561-019-0530-4,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1046/j.1461-0248.2003.00518.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/j.1461-0248.2007.01113.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/j.1469-8137.2010.03214.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1002/ece3.3630,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/nph.15451,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/s41477-019-0549-y,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1007/BF00379710,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1073/pnas.0706518104,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1029/2011GB004252,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/s41561-019-0404-9,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/0012-8252(95)00049-6,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/s41467-020-14492-w,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1126/science.1091390,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/nplants.2016.24,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1201/9781420025293,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1139/x87-165,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1073/pnas.0701424104,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1007/s11104-017-3234-9,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1890/06-2057.1,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.5194/essd-10-405-2018,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1046/j.0269-8463.2004.00805.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/j.1469-8137.2006.01851.x,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1073/pnas.1700295114,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1641/0006-3568,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/S0378-1127(99)00207-8,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/j.jhydrol.2007.02.018,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1093/forestry/54.2.157,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1073/pnas.1006463107,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1023/A:1026563926187,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1890/07-1739.1,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/j.biombioe.2011.08.005,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/nph.13521,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1073/pnas.0403588101,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1002/jame.20026,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1002/2016MS000686,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1890/14-2098.1,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/j.rse.2009.08.010,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1002/2016EF000472,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1038/s41558-019-0545-2,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1029/2006GB002868,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1007/s10533-009-9382-0,H1,rejected_h1_invalid,0
